web_scraper_order,web_scraper_start_url,pagination,kode,barang,harga_beli,data,sub_kategori,kategori,satuan,barang2
"1788654371-167","https://kil.gserp.id/goods-manage","","BBK00167","Thousand Whises/Candy Love (Dreamlab)","720.00","167","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-168","https://kil.gserp.id/goods-manage","","BBK00168","Black Opium (Dreamlab)","650.00","168","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-169","https://kil.gserp.id/goods-manage","","BBK00169","Chupa (Dreamlab)","1,000.00","169","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-170","https://kil.gserp.id/goods-manage","","BBK00170","Rose Vanilla Mancera (Dreamlab)","850.00","170","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-171","https://kil.gserp.id/goods-manage","","BBK00171","Chanel Coco (Dreamlab)","800.00","171","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-172","https://kil.gserp.id/goods-manage","","BBK00172","Creed Aventus (Discontinue)","0.00","172","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-173","https://kil.gserp.id/goods-manage","","BBK00173","Man Fragrance (Zainal)","0.00","173","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-174","https://kil.gserp.id/goods-manage","","BBK00174","Lovely Fragrance (Zainal)","0.00","174","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-175","https://kil.gserp.id/goods-manage","","BBK00175","Soft Fragrance (Zainal)","0.00","175","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-176","https://kil.gserp.id/goods-manage","","BBK00176","Crucial SPC (Dreamlab)","600.00","176","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-177","https://kil.gserp.id/goods-manage","","BBK00177","All Rose (Dreamlab)","955.80","177","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-178","https://kil.gserp.id/goods-manage","","BBK00178","Vanilla Musk 231 (Dreamlab)","0.00","178","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-179","https://kil.gserp.id/goods-manage","","BBK00179","Cherry Blossom 230 (Dreamlab)","1,000.00","179","","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-180","https://kil.gserp.id/goods-manage","","BBK00180","Misteriosa (Dreamlab)","662.00","180","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-181","https://kil.gserp.id/goods-manage","","BBK00181","Candy Love (Dreamlab)","0.00","181","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-182","https://kil.gserp.id/goods-manage","","BBK00182","Paris Hilton (Dreamlab)","0.00","182","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-183","https://kil.gserp.id/goods-manage","","BBK00183","Liberty (Dreamlab)","846.40","183","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-184","https://kil.gserp.id/goods-manage","","BBK00184","Costa Sport (Dreamlab)","990.00","184","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-185","https://kil.gserp.id/goods-manage","","BBK00185","Angel Hearth (Dreamlab)","750.00","185","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-186","https://kil.gserp.id/goods-manage","","BBK00186","Jlo Still (Dreamlab)","850.00","186","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-187","https://kil.gserp.id/goods-manage","","BBK00187","Bacarat (Dreamlab)","1,120.00","187","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-188","https://kil.gserp.id/goods-manage","","BBK00188","Bloom Fleur (Dreamlab)","1,030.00","188","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-189","https://kil.gserp.id/goods-manage","","BBK00189","Hot Paris Women (Dreamlab)","1,300.00","189","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-190","https://kil.gserp.id/goods-manage","","BBK00190","Melati Keraton (Dreamlab)","1,000.00","190","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-191","https://kil.gserp.id/goods-manage","","BBK00191","Rossaly (Dreamlab)","350.00","191","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-192","https://kil.gserp.id/goods-manage","","BBK00192","Miss Coco Sense (Dreamlab)","1,229.00","192","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-193","https://kil.gserp.id/goods-manage","","BBK00193","Coconut Fragance (Dreamlab)","397.00","193","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-194","https://kil.gserp.id/goods-manage","","BBK00194","Raphaela (Dreamlab)","800.00","194","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-195","https://kil.gserp.id/goods-manage","","BBK00195","Guess Summer Girl (Dreamlab)","850.00","195","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-196","https://kil.gserp.id/goods-manage","","BBK00196","Almond Bee (Dreamlab)","0.00","196","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-197","https://kil.gserp.id/goods-manage","","BBK00197","Green Tea Fragance (Dreamlab)","300.00","197","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-198","https://kil.gserp.id/goods-manage","","BBK00198","Drago Lavender (Dreamlab)","350.00","198","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-199","https://kil.gserp.id/goods-manage","","BBK00199","Black Stone (Dreamlab)","900.00","199","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-200","https://kil.gserp.id/goods-manage","","BBK00200","Moringa Body (Dreamlab)","600.00","200","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-201","https://kil.gserp.id/goods-manage","","BBK00201","Lovestruck Fusion (Dreamlab)","650.00","201","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-202","https://kil.gserp.id/goods-manage","","BBK00202","Jacfruits (Dreamlab)","0.00","202","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-203","https://kil.gserp.id/goods-manage","","BBK00203","Argan Oil Fragance (Dreamlab)","0.00","203","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-204","https://kil.gserp.id/goods-manage","","BBK00204","Versace Eros (Dreamlab)","2,600.00","204","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-205","https://kil.gserp.id/goods-manage","","BBK00205","Green Tea Fresh (Dreamlab)","1,000.00","205","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-206","https://kil.gserp.id/goods-manage","","BBK00206","Cranberry (Dreamlab)","400.00","206","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-207","https://kil.gserp.id/goods-manage","","BBK00207","Fairytale (Dreamlab)","785.00","207","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-208","https://kil.gserp.id/goods-manage","","BBK00208","Pop Corn Caramel (Dreamlab)","750.00","208","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-209","https://kil.gserp.id/goods-manage","","BBK00209","Bubble Gum (Dreamlab)","700.00","209","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-210","https://kil.gserp.id/goods-manage","","BBK00210","Star Sparkle (Dreamlab)","1,050.00","210","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-211","https://kil.gserp.id/goods-manage","","BBK00211","Lemon Grass (Dreamlab)","350.00","211","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-212","https://kil.gserp.id/goods-manage","","BBK00212","Scandal Vica (Dreamlab)","750.00","212","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-213","https://kil.gserp.id/goods-manage","","BBK00213","Island Dream (Dreamlab)","650.00","213","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-214","https://kil.gserp.id/goods-manage","","BBK00214","Iscaguard PEG","216.60","214","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-215","https://kil.gserp.id/goods-manage","","BBK00215","Nipaguard DMDM","48.00","215","-","Bahan Baku","gr","https://kil.gserp.id/uploads/default.png"
"1788654371-216","https://kil.gserp.id/goods-manage","","KSR00001","Sticker Lumira Daily Gentle Cleansing 100ml","0.00","216","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-217","https://kil.gserp.id/goods-manage","","KSR00002","Sticker No Batch Lawo Derma Bright Cream","1,700.00","217","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-218","https://kil.gserp.id/goods-manage","","KSR00003","Sticker Depan Sprezzata Night Lotion 100ml","1,255.00","218","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-219","https://kil.gserp.id/goods-manage","","KSR00004","Sticker Belakang Sprezzata Night Lotion 100ml","1,360.00","219","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-220","https://kil.gserp.id/goods-manage","","KSR00005","Sticker Depan Sprezzata Body Serum 60ml","1,600.00","220","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-221","https://kil.gserp.id/goods-manage","","KSR00006","Sticker Labbol Serum 5% 30ml","1,370.00","221","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-222","https://kil.gserp.id/goods-manage","","KSR00007","Sticker Depan Milmicha","1,600.00","222","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-223","https://kil.gserp.id/goods-manage","","KSR00008","Sticker Belakang Milmicha","1,880.00","223","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-224","https://kil.gserp.id/goods-manage","","KSR00009","Sticker Sprezzata Body Serum 30ml","1,600.00","224","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-225","https://kil.gserp.id/goods-manage","","KSR00010","Sticker Bright & Glow","1,600.00","225","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-226","https://kil.gserp.id/goods-manage","","KSR00011","Sticker Layyine Bright & Glow Depan Belakang Face Cleanser","1,600.00","226","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-227","https://kil.gserp.id/goods-manage","","KSR00012","Sticker Ghimarow Luxurious Whitening Booster Depan","1,600.00","227","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-228","https://kil.gserp.id/goods-manage","","KSR00013","Sticker Ghimarow Luxurious Whitening Booster Atas","1,880.00","228","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-229","https://kil.gserp.id/goods-manage","","KSR00014","Sticker Ghimarow Luxurious Whitening Booster Belakang","1,800.00","229","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-230","https://kil.gserp.id/goods-manage","","KSR00015","Sticker Depan Belakang Yasly Brightening Body Lotion","2,000.00","230","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-231","https://kil.gserp.id/goods-manage","","KSR00016","Sticker Layinne Jar Atas","1,875.00","231","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-232","https://kil.gserp.id/goods-manage","","KSR00017","Sticker Depan Belakang Layinne Day Cream","1,875.00","232","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-233","https://kil.gserp.id/goods-manage","","KSR00018","Sticker Depan Belakang Layinne Essense toner","1,500.00","233","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-234","https://kil.gserp.id/goods-manage","","KSR00019","Sticker Depan Belakang Layinne Night Cream","1,500.00","234","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-235","https://kil.gserp.id/goods-manage","","KSR00020","Sticker Kemasan Lawo Derma Bright","191.00","235","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-236","https://kil.gserp.id/goods-manage","","KSR00021","Sticker Dearfa Body Lotion","5,600.00","236","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-237","https://kil.gserp.id/goods-manage","","KSR00022","Sticker Rinea Dermasum Barrier","0.00","237","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-238","https://kil.gserp.id/goods-manage","","KSR00023","Sticker Rinea Moisture Cream","0.00","238","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-239","https://kil.gserp.id/goods-manage","","KSR00024","Sticker TheMs Terre Parfum","0.00","239","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-240","https://kil.gserp.id/goods-manage","","KSR00025","Sticker TheMs Rain Parfum","0.00","240","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-241","https://kil.gserp.id/goods-manage","","KSR00026","Sticker Skinjase Cleansing Foam","3,600.00","241","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-242","https://kil.gserp.id/goods-manage","","KSR00027","Sticker Sprezzata Body Mist","0.00","242","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-243","https://kil.gserp.id/goods-manage","","KSR00028","Sticker Batch Sprezzata","0.00","243","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-244","https://kil.gserp.id/goods-manage","","KSR00029","Sticker Batch Serum Sprezzata","0.00","244","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-245","https://kil.gserp.id/goods-manage","","KSR00030","Sticker Batch Night Lotion Sprezzata","0.00","245","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-246","https://kil.gserp.id/goods-manage","","KSR00031","Sticker Batch Lawo","710.00","246","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-247","https://kil.gserp.id/goods-manage","","KSR00032","Sticker Depan La Bonneta Middle Earth","710.00","247","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-248","https://kil.gserp.id/goods-manage","","KSR00033","Sticker C&D Frangance East Java","1,550.00","248","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-249","https://kil.gserp.id/goods-manage","","KSR00034","Sticker Depan Belakang Vinoire Golden Desine","2,050.00","249","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-250","https://kil.gserp.id/goods-manage","","KSR00035","Sticker Depan Belakang Vinoire Noctera","2,050.00","250","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-251","https://kil.gserp.id/goods-manage","","KSR00036","Sticker Depan Blakang Vinoire Golden Whisper","330.00","251","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-252","https://kil.gserp.id/goods-manage","","KSR00037","Sticker Catale Hairmush","0.00","252","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-253","https://kil.gserp.id/goods-manage","","KSR00038","Sticker Depan Belakang Amberin Viniore","0.00","253","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-254","https://kil.gserp.id/goods-manage","","KSR00039","Sticker Depan Belakang Vinoire Whispered Bloom","0.00","254","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-255","https://kil.gserp.id/goods-manage","","KSR00040","Sticker Depan Belakang Aishavcare Parfum","400.00","255","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-256","https://kil.gserp.id/goods-manage","","KSR00041","Sticker Belakang Catale","450.00","256","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-257","https://kil.gserp.id/goods-manage","","KSR00042","Sticker No Batch Skinjase","400.00","257","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-258","https://kil.gserp.id/goods-manage","","KSR00043","Sticker Hologram Skinjase","400.00","258","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-259","https://kil.gserp.id/goods-manage","","KSR00044","Sticker Depan Sprezzata Bright & Glow Sample","400.00","259","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-260","https://kil.gserp.id/goods-manage","","KSR00045","Sticker Blush Essense Bodymist Sample","400.00","260","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-261","https://kil.gserp.id/goods-manage","","KSR00046","Sticker Batch Aishavcare","4,800.00","261","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
"1788654371-262","https://kil.gserp.id/goods-manage","","KSR00047","Sticker Batch 2ins Brightening Cream","4,800.00","262","-","Kemasan Sekunder","pcs","https://kil.gserp.id/uploads/default.png"
